"tamanho_amostra","media_amostral","erro_esperanca","variancia_amostral","erro_variancia"
5,171.935702609398,1.93570260939831,65.7756439440826,34.2243560559174
1005,169.91211405317,0.0878859468302267,95.0348783792632,4.9651216207368
10005,170.071196714832,0.0711967148322969,99.3290852742202,0.670914725779767
50005,170.008726851394,0.00872685139430018,100.378898933454,0.37889893345384
100005,170.001025475817,0.00102547581718682,99.5703073272623,0.429692672737673
